Text,Speaker,Episode,Season,Show
" I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit. (She takes the sweater out of her purse.) I believe this belongs to the father of your baby.",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh God… Oh, he’s in there right now?",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Uh, let’s rip!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Really? Are you sure?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh Phoebe!,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay, sorry. Yeah. (They go inside to confront the father.)",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey Rach.,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" The Banquet Room, Ross is taking a picture of a plant, Chandler a fork. The band stops.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 Why don’t you go up on stage. I’ll get a picture of you doing the speech.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay. Okay!,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
"(He goes up on stage, mimes like he's giving the speech, and Chandler takes his picture. However, before he gets down everyone starts clinking their glasses for a real speech.)",,Episode-02-The One With The Red Sweater,Season-08,Friends
 Will the owner of a 1995 Buick LeSabre please see the front desk? Your car is about to be towed.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 (rushing up) That’s my car!,Anxious Wedding Guest,Episode-02-The One With The Red Sweater,Season-08,Friends
 A ’95 LeSabre?!,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yes!,Anxious Wedding Guest,Episode-02-The One With The Red Sweater,Season-08,Friends
 A green LeSabre?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yes!,Anxious Wedding Guest,Episode-02-The One With The Red Sweater,Season-08,Friends
" I’m sorry, I meant a blue LeSabre.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yes! Green-blue!,Anxious Wedding Guest,Episode-02-The One With The Red Sweater,Season-08,Friends
 Well go! Go move it! (He runs off.),Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay, you ready for the last picture?",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Get ready to run. (Chandler walks over to the new bride.) Congratulations on your wedding. (He grabs her, kisses her, Ross takes the picture, and they both run out.)",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Central Perk, continued from earlier.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
" So, what’s this about?",Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 No. (Unzips his coat.) This is my red sweater.,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay. (Walks away.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 What’s going on Rach?,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Y’know, I’m actually glad Phoebe called. (He pulls out a stool and Rachel sits down.) I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh, it’s just not the right time.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 It is the right time. (Takes her hand.),Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 I’m ready for more.,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
 Tag…,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Come on Rach, let’s give it another try.",Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
 I’m having a baby.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh. (He drops her hand.),Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
(Pause),,Episode-02-The One With The Red Sweater,Season-08,Friends
 You can go.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Thank you. (Gets up and hurries out.),Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Monica and Chandler's, Obsessive Monica has finished opening all the presents. She’s ashamed of this, at least, because as someone enters…]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 (throwing up the last present) I don’t know how any of these got opened?!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) You opened them all?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh hey! You got my parent’s gift! (Holds it up.),Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah. What is that?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well, I don’t know. I think it does something to salami.",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
(Phoebe and Rachel enter.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey! How’d it go?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah. What-what did Tag say?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Tag is not the father! And Joey knows now?,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" I do Rach. I do, and I so happy for you. (They hug.)",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh wow, you didn’t even try to unhook my bra!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 So are you ever gonna tell whoever it is?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" No, I will. I’m just not up for it tonight.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 I’m not?,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Listen I uh… (He takes her hand.) It’s a scary world out there especially if you’re a single mom. Y’know, I always felt like you and I have this-this special bond. Y’know? So, (gets down on one knee again) Rachel Green will you marry me?",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 What?,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 What?!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 What?!!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Pheebs, give me the ring back!",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 No!!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" No! Joey, oh you’re so sweet. You’re so-so sweet, honey. But I’m not, I’m not looking for a husband.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 (heartbroken) I understand.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Now, if you will excuse me I am going to go and lie down. (Exits.)",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 I can’t say that didn’t hurt. But I’ll take you back Joey Tribbiani.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Uh yeah. Pheebs, listen about that. I only offered…",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Ooh! A Salami Buddy!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 There you go!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
(Chandler and Ross enter with the new pictures.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 We’re back!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Great! We’re hangin’ in the kitchen! (She drags him into the kitchen and turns his back to the living room) Let’s stay in the kitchen!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 It’s picture time.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Now you are going to love these.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" (showing her the pictures) Here’s a picture of Ross. (Shows another one.) And that’s me. (Another one.) And that’s me and Ross. (Another one.) Oh-ho, that is a picture of our first kiss as a married couple.",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Wow! That is a great picture!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Eh?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah! Oh and interesting because I found the cameras in one of our bags! (Throws them into his chest.),Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Huh, didn’t see that coming.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay, so this isn’t a picture of our first, but it is a picture of my first kiss with…with this lady. Which by the look on your face I’m sure you’ll remember. So we don’t need—(Rips the picture)—There’s no need to have this picture. How about I take the real pictures and get them developed right now.",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 That would be a good idea.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay. (Sees the living room.) You opened all the presents without me?! I thought we were supposed to do that together!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 You kissed another woman!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Call it even?!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay! (They high-five and he walks out.),Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well, I’m gonna go get these (the floral bouquet he walked in with) in some water.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Wait you stole those from these people’s wedding?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" No-no, I took them from the hotel lobby. Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming. (Starts to leave.) Hey! My sweater! I’ve been looking for this for like a month!",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
(He exits leaving a stunned Phoebe and Monica.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh my God!!,Monica and Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 (slow on the uptake) Oh my God!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
Closing Credits,,Episode-02-The One With The Red Sweater,Season-08,Friends
" A Street, Ross walks past Tag wearing the same red sweater.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey! How you doing?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Good! Good, long time no see.",Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Like your sweater.,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh hey, right back at ya.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh, it’s crazy about Rachel huh?",Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah. She—Well, she’s one crazy lady?",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 So whose is it?,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
" (shows Tag his sweater tag) Umm, I don’t some Italian guy. Come on, read your own label. See you later.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay.,Tag,Episode-02-The One With The Red Sweater,Season-08,Friends
(They separate.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 He is so weird.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
End,,Episode-02-The One With The Red Sweater,Season-08,Friends
 Sherry Bilsing-Graham & Ellen Plummer,Written by,Episode-03-The One Where Rachel Tells…,Season-08,Friends
 Eric Aasen,Transcribed by,Episode-03-The One Where Rachel Tells…,Season-08,Friends
" Monica and Chandler's, Monica and Chandler are getting ready to go on their honeymoon. Monica is entering from the bedroom.]",[Scene,Episode-03-The One Where Rachel Tells…,Season-08,Friends
